#{"t_start": 1734308162.8085334, "env_id": "None"}
r,l,t
0.93,7,74.772052
0.95,5,74.773052
0.96,4,74.773052
0.91,9,74.781049
0.97,3,74.781049
0.97,3,74.783051
0.99,1,74.783051
0.92,8,74.78405
0.67,33,74.78405
0.98,2,74.786049
0.89,11,74.786049
0.99,1,74.786049
0.99,1,74.78705
0.94,6,74.78705
0.99,1,74.78805
0.97,3,74.794049
0.97,3,74.795049
0.97,3,74.79705
0.93,7,74.799051
0.97,3,74.799051
0.87,13,74.799051
0.96,4,74.799051
0.99,1,74.800051
0.91,9,74.800051
0.99,1,74.80705
0.98,2,74.80805
0.96,4,74.810049
0.93,7,74.811048
0.96,4,74.819049
0.81,19,74.820049
0.97,3,74.820049
0.88,12,74.820049
0.91,9,74.822049
0.99,1,74.822049
0.99,1,74.822049
0.98,2,74.822049
0.99,1,74.824049
0.9,10,74.824049
0.99,1,74.824049
0.94,6,74.824049
0.99,1,74.824049
0.99,1,74.825048
0.91,9,74.825048
0.99,1,74.825048
0.97,3,74.825048
0.87,13,74.832049
0.97,3,74.833049
0.96,4,74.833049
0.97,3,74.835048
0.99,1,74.835048
0.96,4,74.836049
0.95,5,74.838049
0.94,6,74.838049
0.99,1,74.844049
0.6,40,74.845049
0.99,1,74.847052
0.96,4,74.847052
0.93,7,74.847052
0.97,3,74.849049
0.93,7,74.850049
0.97,3,74.85605
0.99,1,74.85605
0.88,12,74.85605
0.99,1,74.858052
0.91,9,74.858052
0.88,12,74.858052
0.97,3,74.860049
0.98,2,74.860049
0.93,7,74.86105
0.94,6,74.874053
0.87,13,74.874053
0.83,17,74.875052
0.97,3,74.883052
0.93,7,74.883052
