#{"t_start": 1734309366.4329534, "env_id": "None"}
r,l,t
0.99,1,88.081051
0.49,51,88.081051
0.94,6,88.081051
0.49,51,88.081051
0.0,101,88.111465
0.91,9,88.111465
0.84,16,88.11614
0.93,7,88.11614
0.92,8,88.11614
0.83,17,88.11614
0.99,1,88.11614
0.99,1,88.11614
0.98,2,88.11614
0.93,7,88.11614
0.46,54,88.15954
0.76,24,88.15954
0.69,31,88.15954
0.98,2,88.162539
0.99,1,88.16394
0.0,101,88.164923
0.98,2,88.164923
0.99,1,88.164923
0.0,101,88.181819
0.26,74,88.191819
0.77,23,88.192819
0.5,50,88.192819
0.98,2,88.197202
0.98,2,88.19844
0.0,101,88.203439
0.0,101,88.232632
0.94,6,88.232632
0.0,101,88.268238
0.38,62,88.275238
0.22,78,88.29737
0.0,101,88.29737
0.98,2,88.312996
0.0,101,88.314039
0.26,74,88.314039
0.99,1,88.314039
0.99,1,88.314039
0.99,1,88.314039
0.0,101,88.314039
0.0,101,88.346303
0.0,101,88.34947
0.0,101,88.387914
0.61,39,88.398094
0.86,14,88.398094
0.41,59,88.398094
0.98,2,88.398094
0.0,101,88.398094
0.99,1,88.398094
0.29,71,88.414058
0.94,6,88.414058
0.99,1,88.414058
0.0,101,88.414058
0.0,101,88.447369
0.0,101,88.447369
0.99,1,88.466029
0.0,101,88.466029
0.46,54,88.491828
0.5,50,88.491828
0.82,18,88.492828
0.98,2,88.492828
0.0,101,88.497503
0.97,3,88.499594
0.89,11,88.508594
0.94,6,88.508594
0.35,65,88.508594
0.43,57,88.508594
0.99,1,88.509594
0.73,27,88.514722
0.86,14,88.530706
0.99,1,88.530706
0.99,1,88.530706
0.0,101,88.564044
0.0,101,88.564044
0.51,49,88.583255
0.18,82,88.583255
0.67,33,88.583255
0.99,1,88.583255
0.98,2,88.583255
0.99,1,88.583255
0.88,12,88.608516
0.07,93,88.609516
0.35,65,88.610516
0.98,2,88.610516
0.99,1,88.614624
0.61,39,88.632573
0.81,19,88.638573
0.99,1,88.639574
0.0,101,88.646573
0.99,1,88.650479
0.0,101,88.663996
0.99,1,88.663996
0.99,1,88.663996
0.0,101,88.680651
0.47,53,88.680651
0.68,32,88.680651
0.26,74,88.680651
0.32,68,88.680651
0.98,2,88.697238
0.78,22,88.69945
0.92,8,88.69945
0.94,6,88.69945
0.99,1,88.69945
0.98,2,88.69945
0.98,2,88.69945
0.93,7,88.715169
0.59,41,88.715169
0.18,82,88.715169
0.6,40,88.74804
0.24,76,88.74804
0.99,1,88.74804
0.98,2,88.74804
0.0,101,88.764108
0.25,75,88.817508
0.09,91,88.817508
0.61,39,88.817508
0.99,1,88.817508
0.98,2,88.817508
0.99,1,88.817508
0.99,1,88.817508
0.99,1,88.817508
0.98,2,88.817508
0.98,2,88.817508
0.99,1,88.817508
0.99,1,88.817508
0.03,97,88.830794
0.46,54,88.830794
0.99,1,88.833828
0.99,1,88.833828
0.99,1,88.834827
0.0,101,88.848388
0.0,101,88.851389
0.0,101,88.855389
0.0,101,88.855389
0.99,1,88.856389
0.89,11,88.865868
0.65,35,88.867047
0.0,101,88.880597
0.81,19,88.880597
0.52,48,88.880597
0.57,43,88.95257
0.08,92,88.958571
0.34,66,88.958571
0.99,1,88.959569
0.99,1,88.959569
0.92,8,88.964612
0.0,101,88.965654
0.99,1,88.968652
0.0,101,88.969651
0.99,1,88.969651
0.82,18,88.981528
0.31,69,88.981528
0.0,101,88.981528
0.99,1,88.981528
0.99,1,88.981528
0.99,1,88.981528
0.98,2,88.981528
0.0,101,88.981528
0.0,101,88.981528
0.0,101,89.030538
0.42,58,89.030538
0.44,56,89.046197
0.93,7,89.046197
0.99,1,89.047207
0.81,19,89.070833
0.0,101,89.09727
0.0,101,89.09727
0.98,2,89.113931
0.0,101,89.113931
0.0,101,89.129559
0.0,101,89.132555
0.98,2,89.132555
0.99,1,89.132555
0.0,101,89.132555
0.0,101,89.132555
0.86,14,89.161932
0.99,1,89.161932
0.78,22,89.166073
0.59,41,89.166073
0.99,1,89.166073
0.67,33,89.166073
0.96,4,89.181809
0.53,47,89.183806
0.69,31,89.183806
0.0,100,89.186807
0.99,1,89.186807
0.0,101,89.187806
0.83,17,89.208411
0.81,19,89.208411
0.02,98,89.208411
0.75,25,89.211412
0.98,2,89.212412
0.76,24,89.214813
0.6,40,89.214813
0.5,50,89.214813
0.99,1,89.214813
0.87,13,89.214813
0.99,1,89.230557
0.85,15,89.230557
0.92,8,89.246184
0.77,23,89.247201
0.0,101,89.279532
0.08,92,89.311459
0.77,23,89.311459
0.99,1,89.312459
0.0,101,89.330585
0.99,1,89.331078
0.99,1,89.332381
0.98,2,89.332642
0.0,101,89.357101
0.0,101,89.357101
0.0,101,89.362103
0.0,101,89.372309
0.0,101,89.373312
0.99,1,89.374314
0.98,2,89.374314
0.99,1,89.377312
0.0,101,89.380634
0.0,101,89.399318
0.99,1,89.399318
0.99,1,89.399318
0.2,80,89.427159
0.67,33,89.427159
0.55,45,89.42916
0.18,82,89.42916
0.51,49,89.42916
0.98,2,89.430129
0.98,2,89.43378
0.99,1,89.43478
0.87,13,89.443781
0.53,47,89.443781
0.88,12,89.443781
0.99,1,89.444781
0.98,2,89.447999
0.76,24,89.447999
0.63,37,89.447999
0.99,1,89.447999
0.0,101,89.463867
0.99,1,89.479494
0.99,1,89.480525
0.0,101,89.497217
0.99,1,89.497217
0.98,2,89.497217
0.0,101,89.54384
0.0,101,89.573428
0.99,1,89.576428
0.0,101,89.578429
0.99,1,89.581766
0.0,101,89.58191
0.0,101,89.58191
0.0,101,89.58191
0.98,2,89.58191
0.99,1,89.58191
0.96,4,89.597297
0.98,2,89.597297
0.98,2,89.597297
0.98,2,89.597297
0.0,101,89.597297
0.0,101,89.597297
0.99,1,89.597297
0.99,1,89.597297
0.0,101,89.632429
0.98,2,89.632429
0.99,1,89.632429
0.99,1,89.632429
0.98,2,89.632429
0.71,29,89.651498
0.29,71,89.651498
0.99,1,89.652499
0.58,42,89.652499
0.74,26,89.652499
0.99,1,89.653498
0.98,2,89.656498
0.99,1,89.657499
0.0,101,89.661498
0.98,2,89.6638
0.66,34,89.673072
0.98,2,89.675072
0.26,74,89.713895
0.0,101,89.730545
0.36,64,89.749194
0.0,101,89.749194
0.98,2,89.749194
0.99,1,89.749194
0.01,99,89.79567
0.6,40,89.79567
0.75,25,89.79667
0.99,1,89.797088
0.99,1,89.797933
0.0,101,89.797933
0.0,101,89.797933
0.98,2,89.797933
0.0,101,89.797933
0.99,1,89.797933
0.0,101,89.814034
0.0,101,89.814034
0.54,46,89.866227
0.0,101,89.866227
0.5,50,89.888891
0.0,101,89.898527
0.98,2,89.900494
0.99,1,89.901494
0.0,101,89.930712
0.0,101,89.930712
0.99,1,89.930712
0.0,101,89.930712
0.99,1,89.947403
0.0,101,89.949432
0.0,101,89.954432
0.99,1,89.957433
0.81,19,89.972633
0.34,66,89.972633
