#{"t_start": 1734309366.4073398, "env_id": "None"}
r,l,t
0.91,9,0.911873
0.97,3,0.912873
0.99,1,0.912873
0.92,8,0.912873
0.99,1,0.913873
0.97,3,0.913873
0.99,1,0.913873
0.99,1,0.914873
0.97,3,0.914873
0.97,3,0.915873
0.99,1,0.915873
0.97,3,0.917873
0.86,14,0.917873
0.99,1,0.917873
0.99,1,0.917873
0.89,11,0.917873
0.92,8,0.918872
0.98,2,0.919873
0.98,2,0.919873
0.98,2,0.919873
0.98,2,0.919873
0.99,1,0.920873
0.99,1,0.920873
0.95,5,0.920873
0.97,3,0.920873
0.92,8,0.920873
0.99,1,0.921873
0.99,1,0.922873
0.99,1,0.92459
0.91,9,0.92459
0.96,4,0.92459
0.98,2,0.92459
0.94,6,0.92459
0.93,7,0.92459
0.93,7,0.92459
0.94,6,0.92459
0.69,31,0.92459
0.98,2,0.92459
0.97,3,0.92459
0.99,1,0.92459
0.94,6,0.92459
0.98,2,0.92459
0.94,6,0.92459
0.95,5,0.92459
0.99,1,0.92459
0.92,8,0.92459
0.98,2,0.92459
0.98,2,0.92459
0.93,7,0.92459
